Scene number,Start,End,Keywords,Description
91,00:18:05.240,00:18:09.800,"Nguyễn Thị Hoài Thu,quận 6, Tân Phú,quý vị,Sài Gòn Gia Định,mục tiêu Tết,đồng chí Nguyễn Văn Đãng,Trưởng Ban Tuyên giáo Trung ương,gia đình đồng chí Trần Trọng Tâm,chương trình Mùa xuân cho em năm 2023,nhân dân Thành phố Hồ Chí Minh,sự nghiệp cách mạng,Thành ủy thành phố Hồ Chí Minh,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu ghi nhận,Nguyên Ủy viên Ban Thường vụ Quốc hội,Phó Trưởng Ban Dân vận,đại dịch Covid,Chủ nhiệm Ủy ban,dịp Tết Quý Bão,Chủ tịch Tổng Liên đoàn Lao động Việt Nam,Đoàn,Đồng chí Nguyễn Ngọc Ẩn,Phó Chánh Văn phòng Trung ương Đảng,Nguyễn Văn Hiếu,quận 11,đồng chí cán bộ hưu trí,Chương trình Mùa xuân,gia đình trẻ em,suất quà,Bình Tân ,mùa Tết, đồng chí Đặng Ngọc Tùng,Hội Liên hiệp Phụ nữ thành phố Hồ Chí Minh,đồng chí Phan Xuân Đập,đồng chí Nguyễn Văn Hiếu gửi,thành phố Hồ Chí Minh Nguyễn Hồ Hải,Bình Chánh,gia đình đồng chí Trần Bạch Đằng,đồng chí cán bộ,địa bàn thành phố Hồ Chí Minh,Bộ trưởng Bộ Lâm nghiệp ,Trung ương Đảng,Thành phố Hồ Chí Minh","đồng chí Nguyễn Văn Hiếu cùng đoàn đã đến thăm gia đình đồng chí Trần Bạch Đằng, nguyên Bí thư Thành ủy Sài Gòn Gia Định, nguyên Phó Trưởng Ban Dân vận và Mặt trận Trung ương và gia đình đồng chí Trần Trọng Tâm, nguyên Ủy viên Trung ương Đảng, nguyên Trưởng Ban Tuyên giáo Trung ương, nguyên Phó Bí thư Thành ủy Thành phố Hồ Chí Minh."
92,00:18:09.800,00:18:15.840,"Nguyễn Thị Hoài Thu,quận 6, Tân Phú,quý vị,Sài Gòn Gia Định,mục tiêu Tết,đồng chí Nguyễn Văn Đãng,Trưởng Ban Tuyên giáo Trung ương,gia đình đồng chí Trần Trọng Tâm,chương trình Mùa xuân cho em năm 2023,nhân dân Thành phố Hồ Chí Minh,sự nghiệp cách mạng,Thành ủy thành phố Hồ Chí Minh,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu ghi nhận,Nguyên Ủy viên Ban Thường vụ Quốc hội,Phó Trưởng Ban Dân vận,đại dịch Covid,Chủ nhiệm Ủy ban,dịp Tết Quý Bão,Chủ tịch Tổng Liên đoàn Lao động Việt Nam,Đoàn,Đồng chí Nguyễn Ngọc Ẩn,Phó Chánh Văn phòng Trung ương Đảng,Nguyễn Văn Hiếu,quận 11,đồng chí cán bộ hưu trí,Chương trình Mùa xuân,gia đình trẻ em,suất quà,Bình Tân ,mùa Tết, đồng chí Đặng Ngọc Tùng,Hội Liên hiệp Phụ nữ thành phố Hồ Chí Minh,đồng chí Phan Xuân Đập,đồng chí Nguyễn Văn Hiếu gửi,thành phố Hồ Chí Minh Nguyễn Hồ Hải,Bình Chánh,gia đình đồng chí Trần Bạch Đằng,đồng chí cán bộ,địa bàn thành phố Hồ Chí Minh,Bộ trưởng Bộ Lâm nghiệp ,Trung ương Đảng,Thành phố Hồ Chí Minh","đồng chí Nguyễn Văn Hiếu cùng đoàn đã đến thăm gia đình đồng chí Trần Bạch Đằng, nguyên Bí thư Thành ủy Sài Gòn Gia Định, nguyên Phó Trưởng Ban Dân vận và Mặt trận Trung ương và gia đình đồng chí Trần Trọng Tâm, nguyên Ủy viên Trung ương Đảng, nguyên Trưởng Ban Tuyên giáo Trung ương, nguyên Phó Bí thư Thành ủy Thành phố Hồ Chí Minh."
93,00:18:15.840,00:18:20.160,"Nguyễn Thị Hoài Thu,quận 6, Tân Phú,quý vị,Sài Gòn Gia Định,mục tiêu Tết,đồng chí Nguyễn Văn Đãng,Trưởng Ban Tuyên giáo Trung ương,gia đình đồng chí Trần Trọng Tâm,chương trình Mùa xuân cho em năm 2023,nhân dân Thành phố Hồ Chí Minh,sự nghiệp cách mạng,Thành ủy thành phố Hồ Chí Minh,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu ghi nhận,Nguyên Ủy viên Ban Thường vụ Quốc hội,Phó Trưởng Ban Dân vận,đại dịch Covid,Chủ nhiệm Ủy ban,dịp Tết Quý Bão,Chủ tịch Tổng Liên đoàn Lao động Việt Nam,Đoàn,Đồng chí Nguyễn Ngọc Ẩn,Phó Chánh Văn phòng Trung ương Đảng,Nguyễn Văn Hiếu,quận 11,đồng chí cán bộ hưu trí,Chương trình Mùa xuân,gia đình trẻ em,suất quà,Bình Tân ,mùa Tết, đồng chí Đặng Ngọc Tùng,Hội Liên hiệp Phụ nữ thành phố Hồ Chí Minh,đồng chí Phan Xuân Đập,đồng chí Nguyễn Văn Hiếu gửi,thành phố Hồ Chí Minh Nguyễn Hồ Hải,Bình Chánh,gia đình đồng chí Trần Bạch Đằng,đồng chí cán bộ,địa bàn thành phố Hồ Chí Minh,Bộ trưởng Bộ Lâm nghiệp ,Trung ương Đảng,Thành phố Hồ Chí Minh","đồng chí Nguyễn Văn Hiếu cùng đoàn đã đến thăm gia đình đồng chí Trần Bạch Đằng, nguyên Bí thư Thành ủy Sài Gòn Gia Định, nguyên Phó Trưởng Ban Dân vận và Mặt trận Trung ương và gia đình đồng chí Trần Trọng Tâm, nguyên Ủy viên Trung ương Đảng, nguyên Trưởng Ban Tuyên giáo Trung ương, nguyên Phó Bí thư Thành ủy Thành phố Hồ Chí Minh."
94,00:18:20.160,00:18:26.360,"Nguyễn Thị Hoài Thu,quận 6, Tân Phú,quý vị,Sài Gòn Gia Định,mục tiêu Tết,đồng chí Nguyễn Văn Đãng,Trưởng Ban Tuyên giáo Trung ương,gia đình đồng chí Trần Trọng Tâm,chương trình Mùa xuân cho em năm 2023,nhân dân Thành phố Hồ Chí Minh,sự nghiệp cách mạng,Thành ủy thành phố Hồ Chí Minh,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu ghi nhận,Nguyên Ủy viên Ban Thường vụ Quốc hội,Phó Trưởng Ban Dân vận,đại dịch Covid,Chủ nhiệm Ủy ban,dịp Tết Quý Bão,Chủ tịch Tổng Liên đoàn Lao động Việt Nam,Đoàn,Đồng chí Nguyễn Ngọc Ẩn,Phó Chánh Văn phòng Trung ương Đảng,Nguyễn Văn Hiếu,quận 11,đồng chí cán bộ hưu trí,Chương trình Mùa xuân,gia đình trẻ em,suất quà,Bình Tân ,mùa Tết, đồng chí Đặng Ngọc Tùng,Hội Liên hiệp Phụ nữ thành phố Hồ Chí Minh,đồng chí Phan Xuân Đập,đồng chí Nguyễn Văn Hiếu gửi,thành phố Hồ Chí Minh Nguyễn Hồ Hải,Bình Chánh,gia đình đồng chí Trần Bạch Đằng,đồng chí cán bộ,địa bàn thành phố Hồ Chí Minh,Bộ trưởng Bộ Lâm nghiệp ,Trung ương Đảng,Thành phố Hồ Chí Minh","đồng chí Nguyễn Văn Hiếu cùng đoàn đã đến thăm gia đình đồng chí Trần Bạch Đằng, nguyên Bí thư Thành ủy Sài Gòn Gia Định, nguyên Phó Trưởng Ban Dân vận và Mặt trận Trung ương và gia đình đồng chí Trần Trọng Tâm, nguyên Ủy viên Trung ương Đảng, nguyên Trưởng Ban Tuyên giáo Trung ương, nguyên Phó Bí thư Thành ủy Thành phố Hồ Chí Minh."
95,00:18:26.360,00:18:30.960,"Nguyễn Thị Hoài Thu,quận 6, Tân Phú,quý vị,Sài Gòn Gia Định,mục tiêu Tết,đồng chí Nguyễn Văn Đãng,Trưởng Ban Tuyên giáo Trung ương,gia đình đồng chí Trần Trọng Tâm,chương trình Mùa xuân cho em năm 2023,nhân dân Thành phố Hồ Chí Minh,sự nghiệp cách mạng,Thành ủy thành phố Hồ Chí Minh,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu ghi nhận,Nguyên Ủy viên Ban Thường vụ Quốc hội,Phó Trưởng Ban Dân vận,đại dịch Covid,Chủ nhiệm Ủy ban,dịp Tết Quý Bão,Chủ tịch Tổng Liên đoàn Lao động Việt Nam,Đoàn,Đồng chí Nguyễn Ngọc Ẩn,Phó Chánh Văn phòng Trung ương Đảng,Nguyễn Văn Hiếu,quận 11,đồng chí cán bộ hưu trí,Chương trình Mùa xuân,gia đình trẻ em,suất quà,Bình Tân ,mùa Tết, đồng chí Đặng Ngọc Tùng,Hội Liên hiệp Phụ nữ thành phố Hồ Chí Minh,đồng chí Phan Xuân Đập,đồng chí Nguyễn Văn Hiếu gửi,thành phố Hồ Chí Minh Nguyễn Hồ Hải,Bình Chánh,gia đình đồng chí Trần Bạch Đằng,đồng chí cán bộ,địa bàn thành phố Hồ Chí Minh,Bộ trưởng Bộ Lâm nghiệp ,Trung ương Đảng,Thành phố Hồ Chí Minh","đồng chí Nguyễn Văn Hiếu cùng đoàn đã đến thăm gia đình đồng chí Trần Bạch Đằng, nguyên Bí thư Thành ủy Sài Gòn Gia Định, nguyên Phó Trưởng Ban Dân vận và Mặt trận Trung ương và gia đình đồng chí Trần Trọng Tâm, nguyên Ủy viên Trung ương Đảng, nguyên Trưởng Ban Tuyên giáo Trung ương, nguyên Phó Bí thư Thành ủy Thành phố Hồ Chí Minh."
96,00:18:30.960,00:18:35.840,"Nguyễn Thị Hoài Thu,quận 6, Tân Phú,quý vị,Sài Gòn Gia Định,mục tiêu Tết,đồng chí Nguyễn Văn Đãng,Trưởng Ban Tuyên giáo Trung ương,gia đình đồng chí Trần Trọng Tâm,chương trình Mùa xuân cho em năm 2023,nhân dân Thành phố Hồ Chí Minh,sự nghiệp cách mạng,Thành ủy thành phố Hồ Chí Minh,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu ghi nhận,Nguyên Ủy viên Ban Thường vụ Quốc hội,Phó Trưởng Ban Dân vận,đại dịch Covid,Chủ nhiệm Ủy ban,dịp Tết Quý Bão,Chủ tịch Tổng Liên đoàn Lao động Việt Nam,Đoàn,Đồng chí Nguyễn Ngọc Ẩn,Phó Chánh Văn phòng Trung ương Đảng,Nguyễn Văn Hiếu,quận 11,đồng chí cán bộ hưu trí,Chương trình Mùa xuân,gia đình trẻ em,suất quà,Bình Tân ,mùa Tết, đồng chí Đặng Ngọc Tùng,Hội Liên hiệp Phụ nữ thành phố Hồ Chí Minh,đồng chí Phan Xuân Đập,đồng chí Nguyễn Văn Hiếu gửi,thành phố Hồ Chí Minh Nguyễn Hồ Hải,Bình Chánh,gia đình đồng chí Trần Bạch Đằng,đồng chí cán bộ,địa bàn thành phố Hồ Chí Minh,Bộ trưởng Bộ Lâm nghiệp ,Trung ương Đảng,Thành phố Hồ Chí Minh","đồng chí Nguyễn Văn Hiếu cùng đoàn đã đến thăm gia đình đồng chí Trần Bạch Đằng, nguyên Bí thư Thành ủy Sài Gòn Gia Định, nguyên Phó Trưởng Ban Dân vận và Mặt trận Trung ương và gia đình đồng chí Trần Trọng Tâm, nguyên Ủy viên Trung ương Đảng, nguyên Trưởng Ban Tuyên giáo Trung ương, nguyên Phó Bí thư Thành ủy Thành phố Hồ Chí Minh."
97,00:18:35.840,00:18:49.800,"Bệnh viện Y học, đường sắt ,Bệnh viện năm 2022,Lãnh đạo thành phố,tình hình an ninh trật tự thành phố,thành phố Hồ Chí Minh,lãnh đạo Bệnh viện,Chủ tịch Ủy ban nhân dân thành phố Hồ Chí Minh Ngô Minh Châu, Công an thành phố Hồ Chí Minh,bệnh viện uy tín,Ủy ban nhân dân thành phố Ngô Minh Châu gửi chúc,ngày 1,Tết Nguyên đán 2023,chiến sĩ Phòng Cảnh sát giao thông đường bộ,Chủ tịch Ngô Minh Châu bày tỏ niềm phấn khởi cơ sở vật chất bệnh viện,đời sống cán bộ nhân viên,Tết Phòng Cảnh sát giao thông đường bộ ","Thay mặt lãnh đạo Thành phố Hồ Chí Minh, đồng chí Nguyễn Văn Hiếu gửi đến gia đình các đồng chí lão thành cách mạng những phần quà trí ân, bày tỏ lòng biết ơn sâu sắc của Đảng bộ, chính quyền và nhân dân Thành phố Hồ Chí Minh đối với những đóng góp lớn lao, quý báu của các đồng chí và gia đình đối với sự nghiệp cách mạng giải phóng dân tộc, xây dựng và bảo vệ Tổ quốc, xây dựng và phát triển thành phố Hồ Chí Minh."
98,00:18:49.800,00:18:57.120,"Bệnh viện Y học,Bệnh viện năm 2022,Lãnh đạo thành phố,tình hình an ninh trật tự thành phố,thành phố Hồ Chí Minh,lãnh đạo Bệnh viện,bệnh viện uy tín,Ủy ban nhân dân thành phố Ngô Minh Châu gửi chúc,ngày 1,Tết Nguyên đán 2023,chiến sĩ Phòng Cảnh sát giao thông đường bộ,Chủ tịch Ngô Minh Châu bày tỏ niềm phấn khởi cơ sở vật chất bệnh viện,đời sống cán bộ nhân viên","Tiếp đó, Đoàn đã đến thăm đồng chí Nguyễn Văn Đãng, nguyên Ủy viên Trung ương Đảng, nguyên Phó Chánh Văn phòng Trung ương Đảng, đồng chí Phan Xuân Đập, nguyên Ủy viên dự khuyết Trung ương Đảng, nguyên Bộ trưởng Bộ Lâm nghiệp, đồng chí Đặng Ngọc Tùng, nguyên Ủy viên Trung ương Đảng, nguyên Chủ tịch Tổng Liên đoàn Lao động Việt Nam, Đồng chí Nguyễn Thị Hoài Thu, Nguyên Ủy viên Trung ương Đảng, Nguyên Ủy viên Ban Thường vụ Quốc hội, Chủ nhiệm Ủy ban Các vấn đề xã hội, Đồng chí Nguyễn Ngọc Ẩn, nguyên Ủy viên Thường trực Thành ủy thành phố Hồ Chí Minh, Phó Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Văn Hiếu ghi nhận những đóng góp của các đồng chí cán bộ đã về hưu đối với sự phát triển chung của đất nước và thành phố."
99,00:18:57.120,00:19:03.720,"Bệnh viện Y học,Bệnh viện năm 2022,Lãnh đạo thành phố,tình hình an ninh trật tự thành phố,thành phố Hồ Chí Minh,lãnh đạo Bệnh viện,bệnh viện uy tín,Ủy ban nhân dân thành phố Ngô Minh Châu gửi chúc,ngày 1,Tết Nguyên đán 2023,chiến sĩ Phòng Cảnh sát giao thông đường bộ,Chủ tịch Ngô Minh Châu bày tỏ niềm phấn khởi cơ sở vật chất bệnh viện,đời sống cán bộ nhân viên","Chúc các đồng chí và gia đình năm mới dồi dào sức khỏe, an khang và hạnh phúc, đồng thời mong muốn các đồng chí cán bộ hưu trí tiếp tục đóng góp cho sự phát triển của thành phố, phải là tấm gương mẫu mực cho con cháu noi theo, thưa quý vị, nhằm chung tay chăm lo cho trẻ em có hoàn cảnh khó khăn bị ảnh hưởng bởi đại dịch Covid 19 trên địa bàn thành phố Hồ Chí Minh, vào tối nay, Hội Liên hiệp Phụ nữ thành phố Hồ Chí Minh đã tổ chức chương trình Mùa xuân cho em năm 2023 tại quận Bình Tân."
100,00:19:03.720,00:19:08.560,"Bệnh viện Y học,Bệnh viện năm 2022,Lãnh đạo thành phố,tình hình an ninh trật tự thành phố,thành phố Hồ Chí Minh,lãnh đạo Bệnh viện,bệnh viện uy tín,Ủy ban nhân dân thành phố Ngô Minh Châu gửi chúc,ngày 1,Tết Nguyên đán 2023,chiến sĩ Phòng Cảnh sát giao thông đường bộ,Chủ tịch Ngô Minh Châu bày tỏ niềm phấn khởi cơ sở vật chất bệnh viện,đời sống cán bộ nhân viên","Đến dự cùng với các em có Phó Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải: Chương trình đã trao 500 phần quà Tết cho các em có hoàn cảnh khó khăn hiện đang sinh sống tại quận 6, quận 11, Bình Tân, Tân Phú, Bình Chánh: Những phần quà tuy nhỏ nhưng mang nhiều tình cảm, sự chia sẻ của xã hội đến các em có hoàn cảnh khó khăn, không may mất đi người thân vì đại dịch Covid 19, qua đó mang đến mùa Tết ấm áp, động viên các em vượt qua nghịch cảnh, vươn lên trong cuộc sống."
101,00:19:08.560,00:19:14.000,"Bệnh viện Y học,Bệnh viện năm 2022,Lãnh đạo thành phố,tình hình an ninh trật tự thành phố,thành phố Hồ Chí Minh,lãnh đạo Bệnh viện,bệnh viện uy tín,Ủy ban nhân dân thành phố Ngô Minh Châu gửi chúc,ngày 1,Tết Nguyên đán 2023,chiến sĩ Phòng Cảnh sát giao thông đường bộ,Chủ tịch Ngô Minh Châu bày tỏ niềm phấn khởi cơ sở vật chất bệnh viện,đời sống cán bộ nhân viên","Chương trình Mùa xuân cho em là sự kiện nằm trong chuỗi hoạt động chăm lo Tết với mục tiêu Tết đến với mọi người, mọi nhà được Hội Liên hiệp Phụ nữ thành phố Hồ Chí Minh cùng các đơn vị tổ chức, qua đó dự kiến trao tặng hơn 6000 suất quà với tổng trị giá hơn 6 tỷ đồng cho các gia đình trẻ em có hoàn cảnh khó khăn trong dịp Tết Quý Bão năm 2023."
102,00:19:14.000,00:19:18.200,"Bệnh viện Y học,Bệnh viện năm 2022,Lãnh đạo thành phố,tình hình an ninh trật tự thành phố,thành phố Hồ Chí Minh,lãnh đạo Bệnh viện,bệnh viện uy tín,Ủy ban nhân dân thành phố Ngô Minh Châu gửi chúc,ngày 1,Tết Nguyên đán 2023,chiến sĩ Phòng Cảnh sát giao thông đường bộ,Chủ tịch Ngô Minh Châu bày tỏ niềm phấn khởi cơ sở vật chất bệnh viện,đời sống cán bộ nhân viên","vào chiều nay, Phó Chủ tịch Ủy ban nhân dân thành phố Hồ Chí Minh Ngô Minh Châu cũng đã dẫn đầu đoàn đến thăm, chúc Tết Phòng Cảnh sát giao thông đường bộ, đường sắt, Công an thành phố Hồ Chí Minh và Bệnh viện Y học cổ truyền thành phố Hồ Chí Minh."
103,00:19:18.200,00:19:23.120,"Bệnh viện Y học,Bệnh viện năm 2022,Lãnh đạo thành phố,tình hình an ninh trật tự thành phố,thành phố Hồ Chí Minh,lãnh đạo Bệnh viện,bệnh viện uy tín,Ủy ban nhân dân thành phố Ngô Minh Châu gửi chúc,ngày 1,Tết Nguyên đán 2023,chiến sĩ Phòng Cảnh sát giao thông đường bộ,Chủ tịch Ngô Minh Châu bày tỏ niềm phấn khởi cơ sở vật chất bệnh viện,đời sống cán bộ nhân viên","Phó Chủ tịch Ủy ban nhân dân thành phố Ngô Minh Châu gửi lời chúc đến các đồng chí chỉ huy và cán bộ, chiến sĩ Phòng Cảnh sát giao thông đường bộ, đường sắt năm mới 2023 đạt được nhiều kết quả, thắng lợi, mỗi đồng chí và gia đình luôn mạnh khỏe, thành công, gửi gắm, giao nhiệm vụ đến đơn vị, tăng cường phối hợp với các sở, ngành để đảm bảo tình hình an ninh trật tự thành phố trong thời gian trước, trong và sau Tết Nguyên đán 2023, đến thăm Bệnh viện Y học cổ truyền thành phố Hồ Chí Minh, Phó Chủ tịch Ngô Minh Châu bày tỏ niềm phấn khởi khi cơ sở vật chất bệnh viện đã được đầu tư hiện đại và chất lượng hơn, đời sống cán bộ nhân viên cũng ngày 1 được nâng cao."
104,00:19:23.120,00:19:30.120,"Bệnh viện Y học,Bệnh viện năm 2022,Lãnh đạo thành phố,tình hình an ninh trật tự thành phố,thành phố Hồ Chí Minh,lãnh đạo Bệnh viện,bệnh viện uy tín,Ủy ban nhân dân thành phố Ngô Minh Châu gửi chúc,ngày 1,Tết Nguyên đán 2023,chiến sĩ Phòng Cảnh sát giao thông đường bộ,Chủ tịch Ngô Minh Châu bày tỏ niềm phấn khởi cơ sở vật chất bệnh viện,đời sống cán bộ nhân viên","Phó Chủ tịch Ủy ban nhân dân thành phố Ngô Minh Châu gửi lời chúc đến các đồng chí chỉ huy và cán bộ, chiến sĩ Phòng Cảnh sát giao thông đường bộ, đường sắt năm mới 2023 đạt được nhiều kết quả, thắng lợi, mỗi đồng chí và gia đình luôn mạnh khỏe, thành công, gửi gắm, giao nhiệm vụ đến đơn vị, tăng cường phối hợp với các sở, ngành để đảm bảo tình hình an ninh trật tự thành phố trong thời gian trước, trong và sau Tết Nguyên đán 2023, đến thăm Bệnh viện Y học cổ truyền thành phố Hồ Chí Minh, Phó Chủ tịch Ngô Minh Châu bày tỏ niềm phấn khởi khi cơ sở vật chất bệnh viện đã được đầu tư hiện đại và chất lượng hơn, đời sống cán bộ nhân viên cũng ngày 1 được nâng cao."
105,00:19:30.120,00:19:36.200,"Bệnh viện Y học,Bệnh viện năm 2022,Lãnh đạo thành phố,tình hình an ninh trật tự thành phố,thành phố Hồ Chí Minh,lãnh đạo Bệnh viện,bệnh viện uy tín,Ủy ban nhân dân thành phố Ngô Minh Châu gửi chúc,ngày 1,Tết Nguyên đán 2023,chiến sĩ Phòng Cảnh sát giao thông đường bộ,Chủ tịch Ngô Minh Châu bày tỏ niềm phấn khởi cơ sở vật chất bệnh viện,đời sống cán bộ nhân viên","Phó Chủ tịch Ủy ban nhân dân thành phố Ngô Minh Châu gửi lời chúc đến các đồng chí chỉ huy và cán bộ, chiến sĩ Phòng Cảnh sát giao thông đường bộ, đường sắt năm mới 2023 đạt được nhiều kết quả, thắng lợi, mỗi đồng chí và gia đình luôn mạnh khỏe, thành công, gửi gắm, giao nhiệm vụ đến đơn vị, tăng cường phối hợp với các sở, ngành để đảm bảo tình hình an ninh trật tự thành phố trong thời gian trước, trong và sau Tết Nguyên đán 2023, đến thăm Bệnh viện Y học cổ truyền thành phố Hồ Chí Minh, Phó Chủ tịch Ngô Minh Châu bày tỏ niềm phấn khởi khi cơ sở vật chất bệnh viện đã được đầu tư hiện đại và chất lượng hơn, đời sống cán bộ nhân viên cũng ngày 1 được nâng cao."
106,00:19:36.200,00:19:41.920,"Bệnh viện Y học,Bệnh viện năm 2022,Lãnh đạo thành phố,tình hình an ninh trật tự thành phố,thành phố Hồ Chí Minh,lãnh đạo Bệnh viện,bệnh viện uy tín,Ủy ban nhân dân thành phố Ngô Minh Châu gửi chúc,ngày 1,Tết Nguyên đán 2023,chiến sĩ Phòng Cảnh sát giao thông đường bộ,Chủ tịch Ngô Minh Châu bày tỏ niềm phấn khởi cơ sở vật chất bệnh viện,đời sống cán bộ nhân viên","Phó Chủ tịch Ủy ban nhân dân thành phố Ngô Minh Châu gửi lời chúc đến các đồng chí chỉ huy và cán bộ, chiến sĩ Phòng Cảnh sát giao thông đường bộ, đường sắt năm mới 2023 đạt được nhiều kết quả, thắng lợi, mỗi đồng chí và gia đình luôn mạnh khỏe, thành công, gửi gắm, giao nhiệm vụ đến đơn vị, tăng cường phối hợp với các sở, ngành để đảm bảo tình hình an ninh trật tự thành phố trong thời gian trước, trong và sau Tết Nguyên đán 2023, đến thăm Bệnh viện Y học cổ truyền thành phố Hồ Chí Minh, Phó Chủ tịch Ngô Minh Châu bày tỏ niềm phấn khởi khi cơ sở vật chất bệnh viện đã được đầu tư hiện đại và chất lượng hơn, đời sống cán bộ nhân viên cũng ngày 1 được nâng cao."
107,00:19:41.920,00:19:46.120,"dự án đô thị,ý kiến nhân dân,Chủ tịch Quốc hội Vương Đình Huệ,ngày 15/3/2023,ngày 3/1/2023,kinh tế xã hội,quý vị,công trình giao thông,dự án nhà ở thương mại,trường hợp Nhà nước,lợi ích quốc gia,thành phố Hồ Chí Minh",Lãnh đạo thành phố đánh giá cao nỗ lực của lãnh đạo Bệnh viện khi nâng mức doanh thu của Bệnh viện năm 2022 tăng hơn 150 % so với năm 2021.
108,00:19:46.120,00:20:44.240,"tiến độ kỷ lục,Nhiêu,địa bàn phường Long Phước,dự án công,cầu Nam Lý,viện công,năm 2023,giá thị trường,thành phố Thủ Đức dự kiến,hộ dân,dân dự án,năm 2017,cầu Tăng Long Ông Bồn,dân đồng,sở ngành thành phố,thành phố Thủ Đức","Kỳ vọng đơn vị tiếp tục nỗ lực phát triển Bệnh viện Y học cổ truyền không chỉ là bệnh viện uy tín, chất lượng cao của thành phố mà còn được cả nước và khu vực biết đến."
109,00:20:44.240,00:20:49.000,"tiến độ kỷ lục,hộ dân,Nhiêu,dân dự án,năm 2017,địa bàn phường Long Phước,cầu Tăng Long Ông Bồn,dự án công,dân đồng,cầu Nam Lý,viện công,năm 2023,giá thị trường,sở ngành thành phố,thành phố Thủ Đức,thành phố Thủ Đức dự kiến","thưa quý vị, mới đây, Chủ tịch Quốc hội Vương Đình Huệ đã ký ban hành Nghị quyết của Ủy ban Thường vụ Quốc hội về việc tổ chức lấy ý kiến nhân dân đối với dự thảo Luật Đất đai sửa đổi từ ngày 3/1/2023 đến ngày 15/3/2023, trong lần lấy ý kiến này có 12 nội dung được đề xuất lựa chọn xin ý kiến nhân dân về dự án Luật Đất đai sửa đổi, trong đó có một số nội dung đặc biệt quan trọng như: Các trường hợp thu hồi đất để phát triển kinh tế xã hội vì lợi ích quốc gia, công cộng, trong đó có trường hợp thu hồi đất để thực hiện dự án đô thị, dự án nhà ở thương mại, nguyên tắc đảm bảo thu nhập và điều kiện sống bằng hoặc tốt hơn nơi ở cũ khi bồi thường về đất trong trường hợp Nhà nước thu hồi đất."
110,00:20:49.000,00:20:58.800,"tiến độ kỷ lục,hộ dân,Nhiêu,dân dự án,năm 2017,địa bàn phường Long Phước,cầu Tăng Long Ông Bồn,dự án công,dân đồng,cầu Nam Lý,viện công,năm 2023,giá thị trường,sở ngành thành phố,thành phố Thủ Đức,thành phố Thủ Đức dự kiến","Thực tế cho thấy, tại thành phố Hồ Chí Minh thời gian qua, nhiều công trình giao thông, hạ tầng quan trọng phục vụ lợi ích công cộng chậm triển khai và hoàn thành đều có chung một nguyên nhân là khó khăn trong việc giải phóng mặt bằng."
111,00:20:58.800,00:21:10.400,"tiến độ kỷ lục,hộ dân,Nhiêu,dân dự án,năm 2017,địa bàn phường Long Phước,cầu Tăng Long Ông Bồn,dự án công,dân đồng,cầu Nam Lý,viện công,năm 2023,giá thị trường,sở ngành thành phố,thành phố Thủ Đức,thành phố Thủ Đức dự kiến","được khởi công từ năm 2017 nhưng cho đến nay, cầu lông đại trên địa bàn phường Long Phước, thành phố Thủ Đức vẫn chưa thể hoàn thành vì vướng giải phóng mặt bằng."
112,00:21:10.400,00:21:14.840,"tiến độ kỷ lục,hộ dân,Nhiêu,dân dự án,năm 2017,địa bàn phường Long Phước,cầu Tăng Long Ông Bồn,dự án công,dân đồng,cầu Nam Lý,viện công,năm 2023,giá thị trường,sở ngành thành phố,thành phố Thủ Đức,thành phố Thủ Đức dự kiến","được khởi công từ năm 2017 nhưng cho đến nay, cầu lông đại trên địa bàn phường Long Phước, thành phố Thủ Đức vẫn chưa thể hoàn thành vì vướng giải phóng mặt bằng."
113,00:21:14.840,00:21:19.520,"tiến độ kỷ lục,hộ dân,Nhiêu,dân dự án,năm 2017,địa bàn phường Long Phước,cầu Tăng Long Ông Bồn,dự án công,dân đồng,cầu Nam Lý,viện công,năm 2023,giá thị trường,sở ngành thành phố,thành phố Thủ Đức,thành phố Thủ Đức dự kiến","được khởi công từ năm 2017 nhưng cho đến nay, cầu lông đại trên địa bàn phường Long Phước, thành phố Thủ Đức vẫn chưa thể hoàn thành vì vướng giải phóng mặt bằng."
114,00:21:19.520,00:21:27.440,"tiến độ kỷ lục,hộ dân,Nhiêu,dân dự án,năm 2017,địa bàn phường Long Phước,cầu Tăng Long Ông Bồn,dự án công,dân đồng,cầu Nam Lý,viện công,năm 2023,giá thị trường,sở ngành thành phố,thành phố Thủ Đức,thành phố Thủ Đức dự kiến","được khởi công từ năm 2017 nhưng cho đến nay, cầu lông đại trên địa bàn phường Long Phước, thành phố Thủ Đức vẫn chưa thể hoàn thành vì vướng giải phóng mặt bằng."
