Scene number,Start,End,Keywords,Description
123,00:16:43.440,00:16:49.400,"Trung tướng Nguyễn Văn Nam,thời điểm dịch Covid,nhân dân thành phố Hồ Chí Minh phòng chống dịch Covid,Bệnh viện Từ Dũ,Trường Sĩ quan Lục quân 2,Trung tướng Nguyễn Văn Nam chúc cán bộ,Ban Giám đốc,Trường Đại học Nguyễn Huệ,Thứ trưởng Công Thương Phan Thị Thắng,tập thể Đảng ủy,trường trọng điểm,đội ngũ sĩ quan,phía Nam,sức khỏe người dân thành phố Hồ Chí Minh,Sư đoàn 309,cán bộ quân sự địa phương","tại Bệnh viện Từ Dũ, Thứ trưởng Bộ Công Thương Phan Thị Thắng đánh giá cao những cống hiến và thành tích của tập thể Đảng ủy, Ban Giám đốc và toàn thể cán bộ, viên chức trong quá trình xây dựng thương hiệu của Bệnh viện, nâng cao chất lượng quản lý và chất lượng phục vụ, chăm sóc sức khỏe người dân thành phố Hồ Chí Minh và các tỉnh, thành khác, đồng chí gửi lời chúc mừng năm mới sức khỏe và thành công đến toàn thể cán bộ, viên chức đang công tác tại Bệnh viện, thăm và chúc Tết tại Trường Đại học Nguyễn Huệ, Trường Sĩ quan Lục quân 2, Trung tướng Nguyễn Văn Nam đánh giá cao thành tích của trường qua các thời kỳ."
124,00:16:49.400,00:16:54.920,"Trung tướng Nguyễn Văn Nam,thời điểm dịch Covid,nhân dân thành phố Hồ Chí Minh phòng chống dịch Covid,Bệnh viện Từ Dũ,Trường Sĩ quan Lục quân 2,Trung tướng Nguyễn Văn Nam chúc cán bộ,Ban Giám đốc,Trường Đại học Nguyễn Huệ,Thứ trưởng Công Thương Phan Thị Thắng,tập thể Đảng ủy,trường trọng điểm,đội ngũ sĩ quan,phía Nam,sức khỏe người dân thành phố Hồ Chí Minh,Sư đoàn 309,cán bộ quân sự địa phương","tại Bệnh viện Từ Dũ, Thứ trưởng Bộ Công Thương Phan Thị Thắng đánh giá cao những cống hiến và thành tích của tập thể Đảng ủy, Ban Giám đốc và toàn thể cán bộ, viên chức trong quá trình xây dựng thương hiệu của Bệnh viện, nâng cao chất lượng quản lý và chất lượng phục vụ, chăm sóc sức khỏe người dân thành phố Hồ Chí Minh và các tỉnh, thành khác, đồng chí gửi lời chúc mừng năm mới sức khỏe và thành công đến toàn thể cán bộ, viên chức đang công tác tại Bệnh viện, thăm và chúc Tết tại Trường Đại học Nguyễn Huệ, Trường Sĩ quan Lục quân 2, Trung tướng Nguyễn Văn Nam đánh giá cao thành tích của trường qua các thời kỳ."
125,00:16:54.920,00:17:01.480,"Trung tướng Nguyễn Văn Nam,thời điểm dịch Covid,nhân dân thành phố Hồ Chí Minh phòng chống dịch Covid,Bệnh viện Từ Dũ,Trường Sĩ quan Lục quân 2,Trung tướng Nguyễn Văn Nam chúc cán bộ,Ban Giám đốc,Trường Đại học Nguyễn Huệ,Thứ trưởng Công Thương Phan Thị Thắng,tập thể Đảng ủy,trường trọng điểm,đội ngũ sĩ quan,phía Nam,sức khỏe người dân thành phố Hồ Chí Minh,Sư đoàn 309,cán bộ quân sự địa phương","tại Bệnh viện Từ Dũ, Thứ trưởng Bộ Công Thương Phan Thị Thắng đánh giá cao những cống hiến và thành tích của tập thể Đảng ủy, Ban Giám đốc và toàn thể cán bộ, viên chức trong quá trình xây dựng thương hiệu của Bệnh viện, nâng cao chất lượng quản lý và chất lượng phục vụ, chăm sóc sức khỏe người dân thành phố Hồ Chí Minh và các tỉnh, thành khác, đồng chí gửi lời chúc mừng năm mới sức khỏe và thành công đến toàn thể cán bộ, viên chức đang công tác tại Bệnh viện, thăm và chúc Tết tại Trường Đại học Nguyễn Huệ, Trường Sĩ quan Lục quân 2, Trung tướng Nguyễn Văn Nam đánh giá cao thành tích của trường qua các thời kỳ."
126,00:17:01.480,00:17:16.720,"đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,chợ người ta,Thủ tướng Võ Văn Kiệt,đoàn đại biểu,gia đình chính sách,Vy,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,tỉnh Hậu Giang,tình cảm quý báo,thành phố Hồ Chí Minh Nguyễn Hồ Hải trưởng đoàn,thị xã Bình Minh,hộ gia đình chính sách,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,thành phố Bạc Liêu,Tết,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,gia đình đồng chí Lê Phước Thọ,sự nghiệp cách mạng,huyện Vũng Liêm,gia đình đồng chí Trần Não,truyền thống hàng,hương tưởng nhớ","Trường đang nỗ lực phấn đấu trở thành trường trọng điểm của Quân đội, đào tạo đội ngũ sĩ quan chỉ huy tham mưu lục quân có trình độ đại học và sau đại học."
127,00:17:16.720,00:17:22.200,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","Cùng với đó là đào tạo cán bộ quân sự địa phương làm công tác chỉ huy, quản lý, huấn luyện bộ đội, giảng dạy và nghiên cứu khoa học cho các đơn vị trong toàn quân ở phía Nam tại Sư đoàn 309 và bầu cử lệnh Quân đoàn 4, Trung tướng Nguyễn Văn Nam chúc cán bộ, chiến sĩ và gia đình đón Tết vui vẻ, đầm ấm, đồng thời cảm ơn hai đơn vị quân đội trong thời điểm dịch Covid 19 bùng phát đã chi diện với trách nhiệm cao nhất giúp nhân dân thành phố Hồ Chí Minh phòng chống dịch Covid 19"
128,00:17:22.200,00:17:27.600,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đại biểu do Phó Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải làm trưởng đoàn đã đến thăm, chúc Tết, tặng quà cho các gia đình chính sách, đồng bào có hoàn cảnh khó khăn tại các tỉnh Đồng bằng sông Cửu Long."
129,00:17:27.600,00:17:34.400,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đã đến thăm, chúc Tết và tặng quà cho 200 hộ gia đình chính sách, người có hoàn cảnh khó khăn tại thị xã Bình Minh, tỉnh Vĩnh Long và thành phố Vị Thanh, tỉnh Hậu Giang với số tiền hơn sáu trăm triệu đồng, những phần quà được gửi trao đều gói ghém tình cảm từ chính quyền và nhân dân thành phố Hồ Chí Minh đối với bà con còn khó khăn trước thềm năm mới."
130,00:17:34.400,00:17:48.800,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đã đến thăm, chúc Tết và tặng quà cho 200 hộ gia đình chính sách, người có hoàn cảnh khó khăn tại thị xã Bình Minh, tỉnh Vĩnh Long và thành phố Vị Thanh, tỉnh Hậu Giang với số tiền hơn sáu trăm triệu đồng, những phần quà được gửi trao đều gói ghém tình cảm từ chính quyền và nhân dân thành phố Hồ Chí Minh đối với bà con còn khó khăn trước thềm năm mới."
131,00:17:48.800,00:17:56.440,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đã đến thăm, chúc Tết và tặng quà cho 200 hộ gia đình chính sách, người có hoàn cảnh khó khăn tại thị xã Bình Minh, tỉnh Vĩnh Long và thành phố Vị Thanh, tỉnh Hậu Giang với số tiền hơn sáu trăm triệu đồng, những phần quà được gửi trao đều gói ghém tình cảm từ chính quyền và nhân dân thành phố Hồ Chí Minh đối với bà con còn khó khăn trước thềm năm mới."
132,00:17:56.440,00:18:03.080,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đã đến thăm, chúc Tết và tặng quà cho 200 hộ gia đình chính sách, người có hoàn cảnh khó khăn tại thị xã Bình Minh, tỉnh Vĩnh Long và thành phố Vị Thanh, tỉnh Hậu Giang với số tiền hơn sáu trăm triệu đồng, những phần quà được gửi trao đều gói ghém tình cảm từ chính quyền và nhân dân thành phố Hồ Chí Minh đối với bà con còn khó khăn trước thềm năm mới."
133,00:18:03.080,00:18:08.320,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đã đến thăm, chúc Tết và tặng quà cho 200 hộ gia đình chính sách, người có hoàn cảnh khó khăn tại thị xã Bình Minh, tỉnh Vĩnh Long và thành phố Vị Thanh, tỉnh Hậu Giang với số tiền hơn sáu trăm triệu đồng, những phần quà được gửi trao đều gói ghém tình cảm từ chính quyền và nhân dân thành phố Hồ Chí Minh đối với bà con còn khó khăn trước thềm năm mới."
134,00:18:08.320,00:18:12.840,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đã đến thăm, chúc Tết và tặng quà cho 200 hộ gia đình chính sách, người có hoàn cảnh khó khăn tại thị xã Bình Minh, tỉnh Vĩnh Long và thành phố Vị Thanh, tỉnh Hậu Giang với số tiền hơn sáu trăm triệu đồng, những phần quà được gửi trao đều gói ghém tình cảm từ chính quyền và nhân dân thành phố Hồ Chí Minh đối với bà con còn khó khăn trước thềm năm mới."
135,00:18:12.840,00:18:28.920,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đã đến thăm, chúc Tết và tặng quà cho 200 hộ gia đình chính sách, người có hoàn cảnh khó khăn tại thị xã Bình Minh, tỉnh Vĩnh Long và thành phố Vị Thanh, tỉnh Hậu Giang với số tiền hơn sáu trăm triệu đồng, những phần quà được gửi trao đều gói ghém tình cảm từ chính quyền và nhân dân thành phố Hồ Chí Minh đối với bà con còn khó khăn trước thềm năm mới."
136,00:18:28.920,00:18:34.200,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đã đến thăm, chúc Tết và tặng quà cho 200 hộ gia đình chính sách, người có hoàn cảnh khó khăn tại thị xã Bình Minh, tỉnh Vĩnh Long và thành phố Vị Thanh, tỉnh Hậu Giang với số tiền hơn sáu trăm triệu đồng, những phần quà được gửi trao đều gói ghém tình cảm từ chính quyền và nhân dân thành phố Hồ Chí Minh đối với bà con còn khó khăn trước thềm năm mới."
137,00:18:34.200,00:18:42.000,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đã đến thăm, chúc Tết và tặng quà cho 200 hộ gia đình chính sách, người có hoàn cảnh khó khăn tại thị xã Bình Minh, tỉnh Vĩnh Long và thành phố Vị Thanh, tỉnh Hậu Giang với số tiền hơn sáu trăm triệu đồng, những phần quà được gửi trao đều gói ghém tình cảm từ chính quyền và nhân dân thành phố Hồ Chí Minh đối với bà con còn khó khăn trước thềm năm mới."
138,00:18:42.000,00:18:47.080,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đã đến thăm, chúc Tết và tặng quà cho 200 hộ gia đình chính sách, người có hoàn cảnh khó khăn tại thị xã Bình Minh, tỉnh Vĩnh Long và thành phố Vị Thanh, tỉnh Hậu Giang với số tiền hơn sáu trăm triệu đồng, những phần quà được gửi trao đều gói ghém tình cảm từ chính quyền và nhân dân thành phố Hồ Chí Minh đối với bà con còn khó khăn trước thềm năm mới."
139,00:18:47.080,00:18:53.880,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đã đến thăm, chúc Tết và tặng quà cho 200 hộ gia đình chính sách, người có hoàn cảnh khó khăn tại thị xã Bình Minh, tỉnh Vĩnh Long và thành phố Vị Thanh, tỉnh Hậu Giang với số tiền hơn sáu trăm triệu đồng, những phần quà được gửi trao đều gói ghém tình cảm từ chính quyền và nhân dân thành phố Hồ Chí Minh đối với bà con còn khó khăn trước thềm năm mới."
140,00:18:53.880,00:19:00.000,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đã đến thăm, chúc Tết và tặng quà cho 200 hộ gia đình chính sách, người có hoàn cảnh khó khăn tại thị xã Bình Minh, tỉnh Vĩnh Long và thành phố Vị Thanh, tỉnh Hậu Giang với số tiền hơn sáu trăm triệu đồng, những phần quà được gửi trao đều gói ghém tình cảm từ chính quyền và nhân dân thành phố Hồ Chí Minh đối với bà con còn khó khăn trước thềm năm mới."
141,00:19:00.000,00:19:05.480,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đã đến thăm, chúc Tết và tặng quà cho 200 hộ gia đình chính sách, người có hoàn cảnh khó khăn tại thị xã Bình Minh, tỉnh Vĩnh Long và thành phố Vị Thanh, tỉnh Hậu Giang với số tiền hơn sáu trăm triệu đồng, những phần quà được gửi trao đều gói ghém tình cảm từ chính quyền và nhân dân thành phố Hồ Chí Minh đối với bà con còn khó khăn trước thềm năm mới."
142,00:19:05.480,00:19:12.400,"đồng chí Trần Não,chợ người ta,Thủ tướng Võ Văn Kiệt,đồng bào Thành phố Hồ Chí Minh,thành phố Vị Thanh,thị xã Bình Minh,hộ gia đình chính sách,thành phố Bạc Liêu,Tết,gia đình đồng chí Lê Phước Thọ,gia đình đồng chí Trần Não,Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng,Vy,tỉnh Hậu Giang,tình cảm quý báo,thành phố Cần Thơ,nhân dân thành phố,nguyên Ủy viên Chính trị,nhân dân thành phố Hồ Chí Minh,tỉnh Vĩnh Long,sự nghiệp cách mạng,huyện Vũng Liêm,truyền thống hàng,hương tưởng nhớ","đoàn đã đến thăm, chúc Tết và tặng quà cho 200 hộ gia đình chính sách, người có hoàn cảnh khó khăn tại thị xã Bình Minh, tỉnh Vĩnh Long và thành phố Vị Thanh, tỉnh Hậu Giang với số tiền hơn sáu trăm triệu đồng, những phần quà được gửi trao đều gói ghém tình cảm từ chính quyền và nhân dân thành phố Hồ Chí Minh đối với bà con còn khó khăn trước thềm năm mới."
143,00:19:12.400,00:19:16.600," ngày 7/1,hôm nay ,% hồ sơ,lĩnh vực đất đai,kết quả hồ sơ,thành phố Hồ Chí Minh mục tiêu giải quyết,thành phố Hồ Chí Minh,kết quả hồ sơ đất đai,thành phố Thủ Đức,thành phố Hồ Chí Minh nâng,thành phố Thủ Đức đẩy mạnh cải cách hành chính","Khó khăn dữ lắm vì nhà cháu ngoại đi làm ở công ty, rồi công ty giải thể, nói cho nghỉ vài giờ, nhà tại tại chợ người ta cho về, mình ăn Tết cũng đỡ, tui cũng khổ hoài."
144,00:19:16.600,00:19:21.200, ,"Cũng như mấy cô với mấy chú giúp đỡ cho Vy cũng đã, cũng tôi, cũng mang mấy chú với mấy cô tại mỗi nơi đến thăm và chúc Tết Phó Bí thư Thành ủy thành phố Hồ Chí Minh Nguyễn Hồ Hải thay mặt lãnh đạo thành phố trân trọng cảm ơn những tình cảm quý báo của đồng bào các tỉnh, thành đã dành tặng cho đồng bào Thành phố Hồ Chí Minh trong suốt thời gian dài gồng mình chống dịch Covid 19."
145,00:19:21.200,00:19:25.400, ,Đồng chí cũng gửi những lời chúc mừng năm mới đến với bà con các tỉnh.
146,00:19:25.400,00:20:20.600,"thành phố Thủ Đức chấp nhận,đất đai thành phố Thủ Đức,Chi nhánh Văn phòng,kết quả hồ sơ đất đai thành phố Thủ Đức bố trí,hướng linh hoạt,quận trước đây là quận 2,hệ thống phần mềm,thành phố Thủ Đức chiếm,kết quả đất đai,ra mắt Văn phòng,địa bàn thành phố,đất đai môi trường,tổng số hồ sơ,Chi cục Thuế,000 hồ sơ đất đai,khoảng 100,4700 chục,thành phố Thủ Đức,kết quả hồ sơ đất đai thành phố Thủ Đức,quận 9",ý thức được thành phố phát triển phải nhờ sự chung tay chung sức của nhân dân thành phố và các tỉnh bạn.
147,00:20:20.600,00:20:26.240,"kết quả hồ sơ đất đai thành phố Thủ Đức bố trí,hướng linh hoạt,thành phố Thủ Đức chiếm,000 hồ sơ đất đai,thành phố Thủ Đức,thành phố Thủ Đức chấp nhận,đất đai thành phố Thủ Đức,Chi nhánh Văn phòng,quận trước đây là quận 2,hệ thống phần mềm,kết quả đất đai,ra mắt Văn phòng,địa bàn thành phố,đất đai môi trường,quận 9,tổng số hồ sơ,khoảng 100,4700 chục,kết quả hồ sơ đất đai thành phố Thủ Đức,Chi cục Thuế","Chính vì vậy cho nên truyền thống hàng năm thì thành phố đều có chăm lo Tết cho bà con khó khăn, bà con nghèo."
148,00:20:26.240,00:20:32.200,"kết quả hồ sơ đất đai thành phố Thủ Đức bố trí,hướng linh hoạt,thành phố Thủ Đức chiếm,000 hồ sơ đất đai,thành phố Thủ Đức,thành phố Thủ Đức chấp nhận,đất đai thành phố Thủ Đức,Chi nhánh Văn phòng,quận trước đây là quận 2,hệ thống phần mềm,kết quả đất đai,ra mắt Văn phòng,địa bàn thành phố,đất đai môi trường,quận 9,tổng số hồ sơ,khoảng 100,4700 chục,kết quả hồ sơ đất đai thành phố Thủ Đức,Chi cục Thuế","Các tỉnh mong muốn mọi người đều có cái Tết dù lớn dù nhỏ, nó an lành, ấm ápcùng ngày."
149,00:20:32.200,00:20:37.440,"kết quả hồ sơ đất đai thành phố Thủ Đức bố trí,hướng linh hoạt,thành phố Thủ Đức chiếm,000 hồ sơ đất đai,thành phố Thủ Đức,thành phố Thủ Đức chấp nhận,đất đai thành phố Thủ Đức,Chi nhánh Văn phòng,quận trước đây là quận 2,hệ thống phần mềm,kết quả đất đai,ra mắt Văn phòng,địa bàn thành phố,đất đai môi trường,quận 9,tổng số hồ sơ,khoảng 100,4700 chục,kết quả hồ sơ đất đai thành phố Thủ Đức,Chi cục Thuế","Tại thành phố Cần Thơ, đoàn đã đến thăm và chúc Tết gia đình đồng chí Lê Phước Thọ, 6 Hậu, nguyên Ủy viên Bộ Chính trị, nguyên Trưởng ban Tổ chức Trung ương."
150,00:20:37.440,00:20:42.480,"kết quả hồ sơ đất đai thành phố Thủ Đức bố trí,hướng linh hoạt,thành phố Thủ Đức chiếm,000 hồ sơ đất đai,thành phố Thủ Đức,thành phố Thủ Đức chấp nhận,đất đai thành phố Thủ Đức,Chi nhánh Văn phòng,quận trước đây là quận 2,hệ thống phần mềm,kết quả đất đai,ra mắt Văn phòng,địa bàn thành phố,đất đai môi trường,quận 9,tổng số hồ sơ,khoảng 100,4700 chục,kết quả hồ sơ đất đai thành phố Thủ Đức,Chi cục Thuế","Tại thành phố Bạc Liêu, đoàn đã đến thăm và chúc Tết gia đình đồng chí Trần Não, nguyên Bí thư Thành ủy Sài Gòn Chợ Lớn."
