Scene number,Start,End,Keywords,Description
199,00:26:46.000,00:26:51.840,"thông tin giả mạo,cơ quan công an,thẻ tín dụng,Cơ quan công an,chị bên Ngân hàng MB Quân đội gọi,dữ liệu mã hóa,mã OTP,liên hệ số điện thoại,hình 2 mặt thẻ tín dụng và cung cấp mã OTB,quận Tân Bình phối hợp,chủ thẻ tín dụng,quẹt thẻ,số tiền 13,quận Tân Bình 02838445039,Cái,vụ án,tiền dân,nghiệp vụ Công an thành phố Hồ Chí Minh,tổng số tiền,ngân hàng thương mại,ví điện tử,mạng biển",Công an thành phố Hồ Chí Minh cũng khuyến cáo chị sở hữu các phương tiện gần hết hạn đăng kiểm cần sớm liên hệ với ngành giao thông thực hiện đăng kiểm theo quy định.
200,00:26:51.840,00:26:57.400,"thông tin giả mạo,cơ quan công an,thẻ tín dụng,Cơ quan công an,chị bên Ngân hàng MB Quân đội gọi,dữ liệu mã hóa,mã OTP,liên hệ số điện thoại,hình 2 mặt thẻ tín dụng và cung cấp mã OTB,quận Tân Bình phối hợp,chủ thẻ tín dụng,quẹt thẻ,số tiền 13,quận Tân Bình 02838445039,Cái,vụ án,tiền dân,nghiệp vụ Công an thành phố Hồ Chí Minh,tổng số tiền,ngân hàng thương mại,ví điện tử,mạng biển","thưa quý vị, dịp cận Tết, việc giao thương, nhu cầu trao đổi hàng hóa tăng cao cũng là lúc mà người dân phải thực hiện nhiều giao dịch qua ngân hàng."
201,00:26:57.400,00:27:02.200,"thông tin giả mạo,cơ quan công an,thẻ tín dụng,Cơ quan công an,chị bên Ngân hàng MB Quân đội gọi,dữ liệu mã hóa,mã OTP,liên hệ số điện thoại,hình 2 mặt thẻ tín dụng và cung cấp mã OTB,quận Tân Bình phối hợp,chủ thẻ tín dụng,quẹt thẻ,số tiền 13,quận Tân Bình 02838445039,Cái,vụ án,tiền dân,nghiệp vụ Công an thành phố Hồ Chí Minh,tổng số tiền,ngân hàng thương mại,ví điện tử,mạng biển","Lợi dụng tình hình này, nhiều đối tượng, ổ nhóm đã sử dụng công nghệ để giả danh các ngân hàng lừa đảo chiếm đoạt tài sản của người dân."
202,00:27:02.200,00:27:07.000,"thông tin giả mạo,cơ quan công an,thẻ tín dụng,Cơ quan công an,chị bên Ngân hàng MB Quân đội gọi,dữ liệu mã hóa,mã OTP,liên hệ số điện thoại,hình 2 mặt thẻ tín dụng và cung cấp mã OTB,quận Tân Bình phối hợp,chủ thẻ tín dụng,quẹt thẻ,số tiền 13,quận Tân Bình 02838445039,Cái,vụ án,tiền dân,nghiệp vụ Công an thành phố Hồ Chí Minh,tổng số tiền,ngân hàng thương mại,ví điện tử,mạng biển","Dù cơ quan công an đã liên tục triệt phá nhưng hình thức lừa đảo này vẫn tiếp tục diễn biến phức tạp với nhiều hành vi khó lường, người dân cần đề cao cảnh giác."
203,00:27:07.000,00:27:16.000,"thông tin giả mạo,cơ quan công an,thẻ tín dụng,Cơ quan công an,chị bên Ngân hàng MB Quân đội gọi,dữ liệu mã hóa,mã OTP,liên hệ số điện thoại,hình 2 mặt thẻ tín dụng và cung cấp mã OTB,quận Tân Bình phối hợp,chủ thẻ tín dụng,quẹt thẻ,số tiền 13,quận Tân Bình 02838445039,Cái,vụ án,tiền dân,nghiệp vụ Công an thành phố Hồ Chí Minh,tổng số tiền,ngân hàng thương mại,ví điện tử,mạng biển","mới đây, Công an quận Tân Bình phối hợp với các đơn vị nghiệp vụ Công an thành phố Hồ Chí Minh và Bộ Công an đã phát hiện, bắt giữ hàng chục đối tượng về hành vi lừa đảo chiếm đoạt tài sản thông qua mạng biển thông, trong vụ án này có hơn 7000 bị hại liên quan, số tiền giao dịch khoảng một trăm tỷ đồng."
204,00:27:16.000,00:27:22.600,"thông tin giả mạo,cơ quan công an,thẻ tín dụng,Cơ quan công an,chị bên Ngân hàng MB Quân đội gọi,dữ liệu mã hóa,mã OTP,liên hệ số điện thoại,hình 2 mặt thẻ tín dụng và cung cấp mã OTB,quận Tân Bình phối hợp,chủ thẻ tín dụng,quẹt thẻ,số tiền 13,quận Tân Bình 02838445039,Cái,vụ án,tiền dân,nghiệp vụ Công an thành phố Hồ Chí Minh,tổng số tiền,ngân hàng thương mại,ví điện tử,mạng biển","mới đây, Công an quận Tân Bình phối hợp với các đơn vị nghiệp vụ Công an thành phố Hồ Chí Minh và Bộ Công an đã phát hiện, bắt giữ hàng chục đối tượng về hành vi lừa đảo chiếm đoạt tài sản thông qua mạng biển thông, trong vụ án này có hơn 7000 bị hại liên quan, số tiền giao dịch khoảng một trăm tỷ đồng."
205,00:27:22.600,00:27:31.400,"thông tin giả mạo,cơ quan công an,thẻ tín dụng,Cơ quan công an,chị bên Ngân hàng MB Quân đội gọi,dữ liệu mã hóa,mã OTP,liên hệ số điện thoại,hình 2 mặt thẻ tín dụng và cung cấp mã OTB,quận Tân Bình phối hợp,chủ thẻ tín dụng,quẹt thẻ,số tiền 13,quận Tân Bình 02838445039,Cái,vụ án,tiền dân,nghiệp vụ Công an thành phố Hồ Chí Minh,tổng số tiền,ngân hàng thương mại,ví điện tử,mạng biển","mới đây, Công an quận Tân Bình phối hợp với các đơn vị nghiệp vụ Công an thành phố Hồ Chí Minh và Bộ Công an đã phát hiện, bắt giữ hàng chục đối tượng về hành vi lừa đảo chiếm đoạt tài sản thông qua mạng biển thông, trong vụ án này có hơn 7000 bị hại liên quan, số tiền giao dịch khoảng một trăm tỷ đồng."
206,00:27:31.400,00:27:36.400,"thông tin giả mạo,cơ quan công an,thẻ tín dụng,Cơ quan công an,chị bên Ngân hàng MB Quân đội gọi,dữ liệu mã hóa,mã OTP,liên hệ số điện thoại,hình 2 mặt thẻ tín dụng và cung cấp mã OTB,quận Tân Bình phối hợp,chủ thẻ tín dụng,quẹt thẻ,số tiền 13,quận Tân Bình 02838445039,Cái,vụ án,tiền dân,nghiệp vụ Công an thành phố Hồ Chí Minh,tổng số tiền,ngân hàng thương mại,ví điện tử,mạng biển","mới đây, Công an quận Tân Bình phối hợp với các đơn vị nghiệp vụ Công an thành phố Hồ Chí Minh và Bộ Công an đã phát hiện, bắt giữ hàng chục đối tượng về hành vi lừa đảo chiếm đoạt tài sản thông qua mạng biển thông, trong vụ án này có hơn 7000 bị hại liên quan, số tiền giao dịch khoảng một trăm tỷ đồng."
207,00:27:36.400,00:27:42.600,"thông tin giả mạo,cơ quan công an,thẻ tín dụng,Cơ quan công an,chị bên Ngân hàng MB Quân đội gọi,dữ liệu mã hóa,mã OTP,liên hệ số điện thoại,hình 2 mặt thẻ tín dụng và cung cấp mã OTB,quận Tân Bình phối hợp,chủ thẻ tín dụng,quẹt thẻ,số tiền 13,quận Tân Bình 02838445039,Cái,vụ án,tiền dân,nghiệp vụ Công an thành phố Hồ Chí Minh,tổng số tiền,ngân hàng thương mại,ví điện tử,mạng biển","mới đây, Công an quận Tân Bình phối hợp với các đơn vị nghiệp vụ Công an thành phố Hồ Chí Minh và Bộ Công an đã phát hiện, bắt giữ hàng chục đối tượng về hành vi lừa đảo chiếm đoạt tài sản thông qua mạng biển thông, trong vụ án này có hơn 7000 bị hại liên quan, số tiền giao dịch khoảng một trăm tỷ đồng."
208,00:27:42.600,00:27:47.640,"thông tin giả mạo,cơ quan công an,thẻ tín dụng,Cơ quan công an,chị bên Ngân hàng MB Quân đội gọi,dữ liệu mã hóa,mã OTP,liên hệ số điện thoại,hình 2 mặt thẻ tín dụng và cung cấp mã OTB,quận Tân Bình phối hợp,chủ thẻ tín dụng,quẹt thẻ,số tiền 13,quận Tân Bình 02838445039,Cái,vụ án,tiền dân,nghiệp vụ Công an thành phố Hồ Chí Minh,tổng số tiền,ngân hàng thương mại,ví điện tử,mạng biển","mới đây, Công an quận Tân Bình phối hợp với các đơn vị nghiệp vụ Công an thành phố Hồ Chí Minh và Bộ Công an đã phát hiện, bắt giữ hàng chục đối tượng về hành vi lừa đảo chiếm đoạt tài sản thông qua mạng biển thông, trong vụ án này có hơn 7000 bị hại liên quan, số tiền giao dịch khoảng một trăm tỷ đồng."
209,00:27:47.640,00:27:53.800,"thông tin giả mạo,cơ quan công an,thẻ tín dụng,Cơ quan công an,chị bên Ngân hàng MB Quân đội gọi,dữ liệu mã hóa,mã OTP,liên hệ số điện thoại,hình 2 mặt thẻ tín dụng và cung cấp mã OTB,quận Tân Bình phối hợp,chủ thẻ tín dụng,quẹt thẻ,số tiền 13,quận Tân Bình 02838445039,Cái,vụ án,tiền dân,nghiệp vụ Công an thành phố Hồ Chí Minh,tổng số tiền,ngân hàng thương mại,ví điện tử,mạng biển","mới đây, Công an quận Tân Bình phối hợp với các đơn vị nghiệp vụ Công an thành phố Hồ Chí Minh và Bộ Công an đã phát hiện, bắt giữ hàng chục đối tượng về hành vi lừa đảo chiếm đoạt tài sản thông qua mạng biển thông, trong vụ án này có hơn 7000 bị hại liên quan, số tiền giao dịch khoảng một trăm tỷ đồng."
210,00:27:53.800,00:27:59.920,"thông tin giả mạo,cơ quan công an,thẻ tín dụng,Cơ quan công an,chị bên Ngân hàng MB Quân đội gọi,dữ liệu mã hóa,mã OTP,liên hệ số điện thoại,hình 2 mặt thẻ tín dụng và cung cấp mã OTB,quận Tân Bình phối hợp,chủ thẻ tín dụng,quẹt thẻ,số tiền 13,quận Tân Bình 02838445039,Cái,vụ án,tiền dân,nghiệp vụ Công an thành phố Hồ Chí Minh,tổng số tiền,ngân hàng thương mại,ví điện tử,mạng biển","mới đây, Công an quận Tân Bình phối hợp với các đơn vị nghiệp vụ Công an thành phố Hồ Chí Minh và Bộ Công an đã phát hiện, bắt giữ hàng chục đối tượng về hành vi lừa đảo chiếm đoạt tài sản thông qua mạng biển thông, trong vụ án này có hơn 7000 bị hại liên quan, số tiền giao dịch khoảng một trăm tỷ đồng."
211,00:27:59.920,00:28:04.640,"thông tin giả mạo,cơ quan công an,thẻ tín dụng,Cơ quan công an,chị bên Ngân hàng MB Quân đội gọi,dữ liệu mã hóa,mã OTP,liên hệ số điện thoại,hình 2 mặt thẻ tín dụng và cung cấp mã OTB,quận Tân Bình phối hợp,chủ thẻ tín dụng,quẹt thẻ,số tiền 13,quận Tân Bình 02838445039,Cái,vụ án,tiền dân,nghiệp vụ Công an thành phố Hồ Chí Minh,tổng số tiền,ngân hàng thương mại,ví điện tử,mạng biển","mới đây, Công an quận Tân Bình phối hợp với các đơn vị nghiệp vụ Công an thành phố Hồ Chí Minh và Bộ Công an đã phát hiện, bắt giữ hàng chục đối tượng về hành vi lừa đảo chiếm đoạt tài sản thông qua mạng biển thông, trong vụ án này có hơn 7000 bị hại liên quan, số tiền giao dịch khoảng một trăm tỷ đồng."
212,00:28:04.640,00:29:13.600,"Nam Từ Liêm,nghiệp vụ Công an,môn Tin học,phường Mỹ Đình,thành phố Hồ Chí Minh,trường vùng sâu vùng,thành phố tuyển chọn,lớp 2,Chuyên viên Phòng,đường Phạm Hùng,Hà Nội, Quyền Trưởng phòng Kiểm định xe cơ giới,ngành giáo dục thành phố Hồ Chí Minh,ngành giáo dục thành phố,Việt Nam,Trường Tiểu học Thạnh An,lớp giáo viên,mô hình lớp học hảo,môn Tiếng Anh lớp 3 Mô hình hiện,lớp học sinh,trụ sở Cục Đăng kiểm Việt Nam,thành phố Hồ Chí Minh chủ trì,ảo môn tiếng Anh,Cục Đăng kiểm Việt Nam,lớp 4,huyện Cần Giờ, Phạm Đức Ngọc,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,lớp 5 học,lớp học ảo,quý vị,Tiểu học Trung Lập Thượng,Công viên phần mềm Quang Trung,xe cơ giới ,thành phố Hà Nội,môn Tin học và tiếng Anh,mô hình lớp học,Trần Anh Quân , Đặng Trần Thanh,trường Tiểu học Trung Lập Thượng","Cơ quan công an xác định các đối tượng giả danh là nhân viên của đơn vị phát hành thẻ tín dụng, gọi điện thoại tư vấn các chủ thẻ tín dụng rút tiền mặt qua phần mềm."
213,00:29:13.600,00:29:17.800,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng","Sau khi nạn nhân đồng ý, các đối tượng yêu cầu chụp hình 2 mặt thẻ tín dụng và cung cấp mã OTB, sau đó thực hiện quẹt thẻ thông qua các gian hàng trên một goét sai để chuyển đổi tiền từ thẻ của nạn nhân sang tài khoản ví điện tử của các đối tượng đã chiếm đoạt, em có thể là 40 9.884.000."
214,00:29:17.800,00:29:24.720,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng","Chị đó là chị Cái, là chị bên Ngân hàng MB Quân đội ờ gọi cho em có nói là bên bên em hỗ trợ cho khách hàng là chuyển từ thẻ tín dụng sang chuyển thẳng vào thẻ là không mất phí gì hết."
215,00:29:24.720,00:29:30.800,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng","Và sau khi mà em thực hiện giao dịch xong thì đến ngày hôm đó thì em không có liên lạc được với bên chị đó, với bên sản mà tổng đài gọi cho em nữa, em cung cấp mã OTP rồi, thì đó lấy luôn mười hai triệu, mấy trăm, em đã sau khi được ba kỳ, cộng thêm với số tiền 13 triệu đầu tiên chị đóng bằng là hai mươi mấy triệu, mà bây giờ là tổng số tiền thiệt hại đó."
216,00:29:30.800,00:29:37.840,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng","Hai mươi mấy điểm chung của các nạn nhân mà đối tượng nhắm đến hầu hết là phụ nữ, công nhân, người lớn tuổi ít có điều kiện tiếp cận thông tin, các chuyên gia cho rằng, bên cạnh sự nỗ lực của cơ quan công an thì các ngân hàng thương mại cũng cần nâng cao tính bảo mật thông tin cho người dân, khách hàng trong các giao dịch."
217,00:29:37.840,00:29:43.840,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng","Tăng cường công nghệ đánh giá, cảnh báo rủi ro, ngăn chặn thông tin giả mạo tiếp cận khách hàng."
218,00:29:43.840,00:29:49.320,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng","Phải tăng cường cái vấn đề mã hóa dữ liệu, khách hàng sẽ được bảo vệ và bản thân là vì dữ liệu mã hóa thì những cái đối tượng lừa đảo họ cũng sẽ không sử dụng được những dữ liệu mã hóa đó để gửi những tin nhắn lừa đảo cho khách hàng được ngăn ngừa được những cái rủi ro, đặc biệt là khi mà liên quan đến các ngân hàng thì phải trực tiếp đến các ngân hàng hoặc là những cái điểm giao dịch chính thức, không được nghe những cái tư vấn qua những cái điện thoại mà mình không thể xác định được các cái đơn vị cụ thể liên quan đến vụ lừa đảo chiếm đoạt tài sản thông qua mạng tiến thông vừa bị triệt phá, cơ quan công an đề nghị người dân bị thiệt hại liên hệ số điện thoại của Công an quận Tân Bình 02838445039 và 02838445021 để phối hợp công tác điều tra và sớm đưa vụ án ra xét xử, thu hồi số tiền người dân bị thiệt hại."
219,00:29:49.320,00:29:57.200,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng","vào tối nay, Công an thành phố Hồ Chí Minh cho biết đã ra quyết định khởi tố bị can, thi hành lệnh bắt bị can để tạm giam và lệnh khám xét chỗ ở của bị can Trần Anh Quân, Quyền Trưởng phòng Kiểm định xe cơ giới, Cục Đăng kiểm Việt Nam, Đặng Trần Thanh, Phó Trưởng phòng Kiểm định xe cơ giới, Phạm Đức Ngọc, Chuyên viên Phòng Kiểm định xe cơ giới, Cục Đăng kiểm Việt Nam về tội nhận hối lộ."
220,00:29:57.200,00:30:19.840,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng",Các quyết định nói trên được Viện kiểm sát nhân dân cùng cấp phê chuẩn.
221,00:30:19.840,00:30:24.200,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng","Cùng thời điểm, Công an thành phố Hồ Chí Minh chủ trì, phối hợp cùng với Công an thành phố Hà Nội, các đơn vị nghiệp vụ Bộ Công an đã có mặt tại trụ sở Cục Đăng kiểm Việt Nam ở số 18 đường Phạm Hùng, phường Mỹ Đình, quận Nam Từ Liêm, thành phố Hà Nội để thực hiện lệnh khám xét."
222,00:30:24.200,00:30:30.560,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng",Đây là lần thứ hai công an khám xét trụ sở này.
223,00:30:30.560,00:30:35.320,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng","Thưa quý vị, sáng tạo chính là chìa khóa để giải quyết mọi khó khăn trên nhiều lĩnh vực."
224,00:30:35.320,00:30:52.800,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng","Đối với giáo dục, để giải quyết bài toán thiếu giáo viên cục bộ khi thực hiện chương trình giáo dục phổ thông mới 2018, Năm học này, lần đầu tiên ngành giáo dục thành phố Hồ Chí Minh đã tổ chức lớp học ảo cho môn Tin học và môn Tiếng Anh lớp 3 Mô hình hiện đang được thí điểm tại Trường Tiểu học Thạnh An, huyện Cần Giờ và Tiểu học Trung Lập Thượng, huyện Củ Chi."
225,00:30:52.800,00:30:57.400,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng","đây là tiết học ảo môn tiếng Anh tại trường Tiểu học Trung Lập Thượng, huyện Củ Chi."
226,00:30:57.400,00:31:02.640,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng","đây là tiết học ảo môn tiếng Anh tại trường Tiểu học Trung Lập Thượng, huyện Củ Chi."
227,00:31:02.640,00:31:07.800,"thành phố tuyển chọn,Công viên phần mềm Quang Trung,lớp học sinh,ảo môn tiếng Anh,môn Tin học và tiếng Anh,lớp 4,mô hình lớp học,lớp giáo viên,thành phố Hồ Chí Minh ứng dụng chuyển đổi,Sở Giáo dục,ngành giáo dục thành phố Hồ Chí Minh,lớp 5 học,trường vùng sâu vùng,ngành giáo dục thành phố,lớp học ảo,lớp 2,mô hình lớp học hảo,trường Tiểu học Trung Lập Thượng","đây là tiết học ảo môn tiếng Anh tại trường Tiểu học Trung Lập Thượng, huyện Củ Chi."
228,00:31:07.800,00:31:12.000, ,"Lớp học được thực hiện theo hình thức trực tuyến, giáo viên giảng dạy là những thầy cô được Sở Giáo dục Đào tạo thành phố tuyển chọn có chuyên môn tốt, có khả năng giảng dạy tốt trên môi trường số, giáo viên sẽ dạy từ xa tại Trung tâm Tư vấn Chuyển đổi số thành phố được đặt tại Công viên phần mềm Quang Trung, còn học sinh tại lớp cô giáo viên trợ dạ hỗ trợ."
229,00:31:12.000,00:31:31.560,"ngày 26/1/2023,phố đồ,thành phố Hồ Chí Minh địa điểm,ngày thuật diễn,mùng 5 Tết,Covid,Xuân,thành phố Hồ Chí Minh,ngày Tết,dân thành phố,Nhà Văn hóa Thanh niên thành phố Hồ Chí Minh,quý vị,Lễ hội Tết Việt Quý Bảo,Lễ hội Tết Việt Quý Mão 2023,thông điệp là quê nhà ngày Tết Á,đồng lúa,Cần Thơ,dịp Tết,vườn mai,góc đường quen thuộc của trung tâm thành phố Hồ Chí Minh,lễ hội Tết Việt,khu ẩm thực món","Tuy là lớp học ảo nhưng với nhiều phương pháp năng động được giáo viên ứng dụng giúp học sinh hứng thú khi tham gia tiết học năm đầu tiên đội học lớp học á, con cảm thấy là vui và cô dạy rất là hiểu bài cho học lớp học sinh học ảo em thấy rất là vui tại vì con được học những kiến thức mới rất là bổ ích."
230,00:31:31.560,00:31:35.760,"Lễ hội Tết Việt Quý Bảo,phố đồ,thành phố Hồ Chí Minh địa điểm,ngày thuật diễn,dân thành phố,thông điệp là quê nhà ngày Tết Á,Covid,đồng lúa,Cần Thơ,vườn mai,góc đường quen thuộc của trung tâm thành phố Hồ Chí Minh,thành phố Hồ Chí Minh,ngày Tết,lễ hội Tết Việt,quý vị,khu ẩm thực món","Trước đây nếu như không có cái mô hình lớp học hảo này á thì các em lớp 1, lớp 2 sẽ không được học tiếng Anh."
231,00:31:35.760,00:31:41.640,"Lễ hội Tết Việt Quý Bảo,phố đồ,thành phố Hồ Chí Minh địa điểm,ngày thuật diễn,dân thành phố,thông điệp là quê nhà ngày Tết Á,Covid,đồng lúa,Cần Thơ,vườn mai,góc đường quen thuộc của trung tâm thành phố Hồ Chí Minh,thành phố Hồ Chí Minh,ngày Tết,lễ hội Tết Việt,quý vị,khu ẩm thực món",Tại vì à chú giáo viên không có đủ để dạy hết cho tất cả các em.
232,00:31:41.640,00:31:46.160,"Lễ hội Tết Việt Quý Bảo,phố đồ,thành phố Hồ Chí Minh địa điểm,ngày thuật diễn,dân thành phố,thông điệp là quê nhà ngày Tết Á,Covid,đồng lúa,Cần Thơ,vườn mai,góc đường quen thuộc của trung tâm thành phố Hồ Chí Minh,thành phố Hồ Chí Minh,ngày Tết,lễ hội Tết Việt,quý vị,khu ẩm thực món",Nhưng mà có mô hình đó.
233,00:31:46.160,00:31:56.440,"Lễ hội Tết Việt Quý Bảo,phố đồ,thành phố Hồ Chí Minh địa điểm,ngày thuật diễn,dân thành phố,thông điệp là quê nhà ngày Tết Á,Covid,đồng lúa,Cần Thơ,vườn mai,góc đường quen thuộc của trung tâm thành phố Hồ Chí Minh,thành phố Hồ Chí Minh,ngày Tết,lễ hội Tết Việt,quý vị,khu ẩm thực món","Học ảo này thì chúng tôi tận dụng được, bố trí các em lớp 4, lớp 5 học một số tiết học bảo thế, còn lại các giáo viên thỉnh giảng, chúng tôi còn dư lại một số tuyến thì sẽ giải được các em lớp 1, lớp 2."
234,00:31:56.440,00:32:08.240,"Lễ hội Tết Việt Quý Bảo,phố đồ,thành phố Hồ Chí Minh địa điểm,ngày thuật diễn,dân thành phố,thông điệp là quê nhà ngày Tết Á,Covid,đồng lúa,Cần Thơ,vườn mai,góc đường quen thuộc của trung tâm thành phố Hồ Chí Minh,thành phố Hồ Chí Minh,ngày Tết,lễ hội Tết Việt,quý vị,khu ẩm thực món","Theo giáo viên môn Tin học và tiếng Anh, bậc tiểu học đã đặt ra nhiều thách thức với ngành giáo dục thành phố Hồ Chí Minh, đặc biệt là ở các trường vùng sâu vùng xa."
